Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,delay_band,satisfaction,satisfied_binary
Female,Loyal Customer,42,Business travel,Business,3191,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,0,0.0,No delay,satisfied,1
Male,Disloyal Customer,21,Business travel,Eco,896,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,5.0,2.0,1,1.0,4.0,2.0,0,0.0,No delay,satisfied,1
Female,Disloyal Customer,37,Business travel,Business,444,4.0,4.0,4.0,5.0,3.0,4.0,1.0,3.0,3.0,5.0,5,3.0,5.0,3.0,19,15.0,1-15 min,satisfied,1
Male,Loyal Customer,8,Personal Travel,Eco,575,2.0,5.0,2.0,3.0,5.0,2.0,5.0,5.0,3.0,2.0,5,4.0,4.0,5.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,36,Personal Travel,Eco,628,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,5.0,2.0,4,5.0,4.0,3.0,83,77.0,60+ min,neutral or dissatisfied,0
Female,Loyal Customer,30,Business travel,Business,2227,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,3,4.0,4.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,45,Business travel,Business,3393,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4,5.0,4.0,4.0,9,0.0,No delay,satisfied,1
Female,Loyal Customer,39,Business travel,Business,1922,1.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,4,3.0,4.0,4.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,12,Personal Travel,Eco,255,2.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,1.0,5,5.0,3.0,4.0,1,7.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,33,Business travel,Business,2512,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,4,4.0,3.0,1.0,19,7.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,29,Personal Travel,Eco,674,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,5.0,4.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,38,Business travel,Business,3963,1.0,1.0,1.0,1.0,2.0,5.0,5.0,4.0,4.0,4.0,4,5.0,4.0,4.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,47,Personal Travel,Eco,214,3.0,4.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0,3,3.0,3.0,5.0,2,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,70,Personal Travel,Eco,447,3.0,4.0,2.0,1.0,5.0,3.0,1.0,4.0,4.0,2.0,5,2.0,4.0,5.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,51,Business travel,Business,1888,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4,5.0,4.0,4.0,0,0.0,No delay,satisfied,1
Female,Disloyal Customer,38,Business travel,Eco,1250,3.0,3.0,3.0,1.0,4.0,3.0,4.0,4.0,1.0,2.0,2,3.0,2.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,34,Personal Travel,Eco Plus,247,1.0,5.0,1.0,4.0,2.0,1.0,2.0,2.0,5.0,3.0,2,1.0,4.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,63,Personal Travel,Eco,719,2.0,4.0,2.0,5.0,3.0,5.0,4.0,1.0,1.0,2.0,1,4.0,1.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,58,Business travel,Eco Plus,216,5.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,5,5.0,5.0,2.0,0,6.0,1-15 min,satisfied,1
Female,Loyal Customer,36,Business travel,Business,2550,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5,3.0,5.0,5.0,5,13.0,1-15 min,satisfied,1
Female,Disloyal Customer,20,Business travel,Eco,319,4.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,5,5.0,5.0,5.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,39,Business travel,Business,1009,5.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,5,1.0,5.0,1.0,0,0.0,No delay,satisfied,1
Female,Disloyal Customer,36,Business travel,Eco,274,2.0,,2.0,4.0,3.0,2.0,3.0,3.0,5.0,2.0,5,4.0,3.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,57,Personal Travel,Eco Plus,432,2.0,5.0,2.0,3.0,5.0,4.0,4.0,5.0,5.0,2.0,5,4.0,5.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,49,Personal Travel,Eco,1086,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4,3.0,4.0,4.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,54,Business travel,Eco,516,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,5,2.0,4.0,5.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,49,Business travel,Business,2726,1.0,1.0,1.0,1.0,4.0,5.0,5.0,4.0,4.0,4.0,4,3.0,4.0,4.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,18,Business travel,Eco Plus,2248,5.0,2.0,2.0,2.0,5.0,5.0,3.0,5.0,4.0,5.0,3,5.0,5.0,5.0,0,2.0,1-15 min,satisfied,1
Male,Loyal Customer,56,Business travel,Business,1995,2.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4,5.0,4.0,5.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,30,Business travel,Eco Plus,986,2.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,4,2.0,4.0,2.0,0,1.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,55,Personal Travel,Eco,473,2.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2,4.0,2.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,17,Business travel,Business,2682,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,3,2.0,4.0,3.0,0,7.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,64,Business travel,Eco,145,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0,4,1.0,5.0,4.0,0,18.0,16-60 min,satisfied,1
Male,Loyal Customer,10,Personal Travel,Eco,290,3.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,5.0,5,3.0,4.0,4.0,5,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,14,Business travel,Business,2961,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2,3.0,2.0,1.0,10,17.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,54,Business travel,Business,122,2.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,1.0,2,1.0,2.0,2.0,36,28.0,16-60 min,neutral or dissatisfied,0
Female,Disloyal Customer,25,Business travel,Business,661,3.0,4.0,3.0,4.0,5.0,3.0,3.0,5.0,3.0,4.0,4,3.0,4.0,5.0,16,14.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,52,Personal Travel,Eco Plus,763,3.0,3.0,3.0,4.0,5.0,1.0,1.0,2.0,2.0,3.0,2,5.0,2.0,5.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,52,Personal Travel,Eco,2402,2.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,1,5.0,2.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,51,Business travel,Business,1506,1.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,4,5.0,4.0,3.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,45,Business travel,Business,1635,5.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4,3.0,4.0,4.0,9,3.0,1-15 min,satisfied,1
Female,Loyal Customer,26,Personal Travel,Eco,728,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,1.0,1,1.0,1.0,4.0,0,3.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,32,Business travel,Business,680,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3,4.0,4.0,2.0,37,45.0,16-60 min,neutral or dissatisfied,0
Male,Disloyal Customer,23,Business travel,Eco,725,3.0,3.0,3.0,2.0,5.0,3.0,5.0,5.0,4.0,5.0,5,4.0,5.0,5.0,29,15.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,25,Business travel,Business,2358,1.0,1.0,1.0,1.0,4.0,5.0,4.0,4.0,3.0,4.0,3,5.0,4.0,4.0,8,0.0,No delay,satisfied,1
Female,Loyal Customer,37,Business travel,Eco,89,5.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,3,4.0,1.0,5.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,16,Personal Travel,Eco Plus,1947,3.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3,5.0,5.0,4.0,0,13.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,48,Business travel,Business,1569,3.0,1.0,1.0,1.0,5.0,3.0,4.0,3.0,3.0,3.0,3,1.0,3.0,1.0,0,2.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,48,Personal Travel,Eco,1487,3.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,5,3.0,5.0,1.0,30,24.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,47,Business travel,Business,187,1.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5,4.0,5.0,3.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,52,Business travel,Business,2285,4.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,4,3.0,3.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Disloyal Customer,9,Business travel,Eco,813,3.0,4.0,4.0,4.0,3.0,4.0,2.0,1.0,4.0,2.0,4,2.0,3.0,2.0,360,347.0,60+ min,neutral or dissatisfied,0
Female,Loyal Customer,20,Personal Travel,Eco,264,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,4,4.0,3.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Disloyal Customer,35,Business travel,Business,102,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,4,4.0,5.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,29,Business travel,Eco,588,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,5.0,4,2.0,5.0,4.0,5,0.0,No delay,satisfied,1
Male,Loyal Customer,28,Business travel,Business,2529,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2,4.0,1.0,2.0,3,0.0,No delay,satisfied,1
Male,Loyal Customer,27,Business travel,Eco Plus,192,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,2.0,1,3.0,4.0,5.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,58,Business travel,Eco,896,2.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,1,5.0,5.0,2.0,0,0.0,No delay,satisfied,1
Female,Disloyal Customer,37,Business travel,Eco,409,3.0,,3.0,3.0,5.0,3.0,5.0,5.0,2.0,4.0,4,3.0,1.0,5.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,27,Business travel,Business,1839,2.0,5.0,1.0,5.0,2.0,3.0,2.0,2.0,2.0,4.0,3,4.0,3.0,2.0,50,57.0,16-60 min,neutral or dissatisfied,0
Female,Disloyal Customer,39,Business travel,Business,299,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,2,4.0,3.0,2.0,89,107.0,60+ min,neutral or dissatisfied,0
Female,Loyal Customer,66,Personal Travel,Eco,320,1.0,5.0,1.0,5.0,3.0,2.0,3.0,4.0,4.0,1.0,4,2.0,4.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,10,Personal Travel,Eco,258,4.0,4.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,3.0,2,2.0,4.0,1.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,34,Business travel,Business,3108,4.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,4,4.0,4.0,3.0,0,3.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,56,Business travel,Business,451,2.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4,4.0,4.0,3.0,0,21.0,16-60 min,satisfied,1
Female,Loyal Customer,29,Business travel,Business,3586,3.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5,5.0,4.0,4.0,53,46.0,16-60 min,satisfied,1
Male,Disloyal Customer,25,Business travel,Eco,1635,2.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,1.0,1.0,2,3.0,3.0,5.0,9,7.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,47,Personal Travel,Eco,867,2.0,5.0,2.0,4.0,1.0,1.0,2.0,4.0,4.0,2.0,1,4.0,4.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,31,Business travel,Business,1846,1.0,1.0,1.0,1.0,4.0,5.0,5.0,4.0,3.0,4.0,5,5.0,3.0,5.0,171,194.0,60+ min,satisfied,1
Female,Disloyal Customer,36,Business travel,Eco,964,3.0,3.0,3.0,1.0,4.0,3.0,3.0,4.0,5.0,4.0,5,5.0,1.0,4.0,42,37.0,16-60 min,neutral or dissatisfied,0
Female,Disloyal Customer,39,Business travel,Business,391,5.0,5.0,5.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,5,4.0,1.0,4.0,88,79.0,60+ min,satisfied,1
Female,Disloyal Customer,25,Business travel,Eco,541,3.0,1.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,2.0,3,3.0,3.0,5.0,0,3.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,40,Business travel,Eco,1023,2.0,4.0,3.0,4.0,2.0,1.0,2.0,2.0,3.0,4.0,4,3.0,3.0,2.0,7,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,28,Business travel,Eco,629,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,1.0,3,1.0,3.0,4.0,114,103.0,60+ min,neutral or dissatisfied,0
Female,Loyal Customer,42,Business travel,Business,181,,4.0,1.0,1.0,4.0,5.0,5.0,3.0,3.0,3.0,3,4.0,3.0,4.0,7,0.0,No delay,satisfied,1
Female,Loyal Customer,46,Business travel,Eco Plus,164,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,2,3.0,2.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,46,Business travel,Eco Plus,191,5.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5,3.0,5.0,4.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,49,Business travel,Business,3539,2.0,2.0,2.0,2.0,4.0,3.0,3.0,5.0,5.0,5.0,3,5.0,5.0,1.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,48,Personal Travel,Eco Plus,2176,1.0,1.0,1.0,3.0,4.0,4.0,4.0,5.0,5.0,1.0,3,2.0,5.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,59,Business travel,Business,2845,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,15,7.0,1-15 min,satisfied,1
Female,Loyal Customer,30,Business travel,Business,808,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,5,5.0,4.0,3.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,37,Personal Travel,Eco,432,4.0,4.0,4.0,1.0,2.0,4.0,1.0,2.0,5.0,2.0,5,4.0,4.0,2.0,103,103.0,60+ min,neutral or dissatisfied,0
Male,Loyal Customer,53,Business travel,Eco,331,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2,1.0,3.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,42,Business travel,Business,1389,1.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5,4.0,5.0,5.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,48,Personal Travel,Eco,386,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4,5.0,5.0,3.0,37,37.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,55,Business travel,Business,1936,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,4,4.0,4.0,3.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,52,Personal Travel,Business,725,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3,2.0,3.0,1.0,32,26.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,25,Business travel,Business,495,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3,4.0,3.0,2.0,0,17.0,16-60 min,neutral or dissatisfied,0
Female,Disloyal Customer,25,Business travel,Eco,1015,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,2.0,4,2.0,5.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,30,Business travel,Business,1214,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,2,1.0,4.0,4.0,0,2.0,1-15 min,satisfied,1
Female,Loyal Customer,27,Business travel,Business,2078,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4,5.0,5.0,5.0,3,0.0,No delay,satisfied,1
Male,Loyal Customer,35,Personal Travel,Eco,1298,5.0,5.0,5.0,3.0,2.0,5.0,2.0,2.0,4.0,3.0,3,5.0,4.0,2.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,49,Business travel,Business,3805,5.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,5,5.0,5.0,5.0,13,13.0,1-15 min,satisfied,1
Male,Loyal Customer,48,Business travel,Business,3717,1.0,1.0,3.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5,4.0,5.0,5.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,56,Personal Travel,Eco,130,3.0,,,3.0,3.0,,3.0,3.0,2.0,4.0,5,3.0,4.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,42,Personal Travel,Eco Plus,1670,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,2.0,5.0,4,1.0,4.0,4.0,5,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,58,Business travel,Business,1873,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5,3.0,5.0,3.0,0,10.0,1-15 min,satisfied,1
Female,Loyal Customer,62,Personal Travel,Eco,1626,,5.0,,3.0,5.0,3.0,4.0,1.0,1.0,,5,3.0,1.0,4.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,54,Business travel,Business,2373,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4,4.0,4.0,5.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,27,Personal Travel,Eco,113,5.0,4.0,5.0,4.0,1.0,5.0,1.0,1.0,4.0,1.0,1,3.0,5.0,1.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,31,Personal Travel,Eco,333,3.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,5,5.0,5.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,59,Business travel,Business,921,5.0,5.0,5.0,5.0,2.0,5.0,5.0,3.0,3.0,3.0,3,4.0,3.0,3.0,13,0.0,No delay,satisfied,1
Male,Loyal Customer,61,Business travel,Eco,634,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3,2.0,4.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,29,Business travel,Business,1567,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,4,3.0,5.0,5.0,15,15.0,1-15 min,satisfied,1
Female,Loyal Customer,16,Personal Travel,Business,937,3.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,1.0,3.0,5,4.0,4.0,5.0,1,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,43,Business travel,Business,1517,1.0,5.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,1,3.0,2.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,11,Business travel,Business,1834,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,4,4.0,4.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,36,Personal Travel,Eco Plus,1626,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3,3.0,2.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,47,Personal Travel,Eco,985,4.0,5.0,3.0,1.0,5.0,3.0,5.0,5.0,3.0,3.0,4,4.0,4.0,5.0,4,0.0,No delay,satisfied,1
Male,Loyal Customer,47,Personal Travel,Eco,1448,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,1,3.0,2.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,70,Personal Travel,Eco Plus,347,2.0,5.0,2.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0,4,5.0,4.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,39,Business travel,Eco,458,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,2,4.0,3.0,1.0,31,31.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,10,Business travel,Business,1521,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4,5.0,5.0,4.0,0,0.0,No delay,satisfied,1
Female,Disloyal Customer,32,Business travel,Eco,409,2.0,,3.0,4.0,2.0,3.0,2.0,2.0,3.0,5.0,2,1.0,4.0,2.0,8,1.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,28,Business travel,Business,3864,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,4.0,5,1.0,1.0,2.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,47,Personal Travel,Eco,189,3.0,4.0,3.0,3.0,1.0,3.0,4.0,1.0,5.0,4.0,5,5.0,5.0,1.0,12,7.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,41,Personal Travel,Eco,544,3.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,3,1.0,5.0,2.0,75,81.0,60+ min,neutral or dissatisfied,0
Female,Loyal Customer,68,Personal Travel,Eco,281,3.0,4.0,4.0,4.0,2.0,3.0,4.0,1.0,1.0,4.0,1,1.0,1.0,1.0,10,18.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,44,Business travel,Business,1197,2.0,2.0,2.0,2.0,3.0,5.0,5.0,4.0,4.0,4.0,4,4.0,4.0,3.0,1,0.0,No delay,satisfied,1
Female,Loyal Customer,14,Personal Travel,Eco,369,1.0,5.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,3.0,5,3.0,5.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,57,Business travel,Business,2747,2.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,2,4.0,4.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,31,Business travel,Business,2532,5.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4,3.0,4.0,4.0,0,16.0,16-60 min,satisfied,1
Female,Loyal Customer,52,Business travel,Business,2108,1.0,5.0,5.0,5.0,5.0,4.0,3.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Disloyal Customer,25,Business travel,Business,1009,5.0,4.0,4.0,3.0,1.0,4.0,1.0,1.0,5.0,2.0,4,5.0,4.0,1.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,59,Personal Travel,Eco,696,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,5,4.0,4.0,5.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,41,Business travel,Eco,937,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,2,4.0,2.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,17,Personal Travel,Eco,550,2.0,,2.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,5,5.0,5.0,4.0,0,9.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,44,Business travel,Business,3891,5.0,5.0,5.0,5.0,2.0,4.0,5.0,3.0,3.0,3.0,3,3.0,3.0,3.0,54,38.0,16-60 min,satisfied,1
Female,Loyal Customer,66,Personal Travel,Eco,170,4.0,5.0,,3.0,4.0,5.0,5.0,3.0,3.0,,3,5.0,3.0,3.0,31,38.0,16-60 min,satisfied,1
Female,Loyal Customer,52,Business travel,Business,2119,2.0,2.0,2.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,4,4.0,4.0,4.0,0,0.0,No delay,satisfied,1
Male,Disloyal Customer,25,Business travel,Eco,483,3.0,2.0,3.0,4.0,3.0,5.0,5.0,2.0,2.0,3.0,4,5.0,3.0,5.0,300,317.0,60+ min,neutral or dissatisfied,0
Female,Loyal Customer,36,Business travel,Eco,163,5.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,1.0,5,3.0,1.0,5.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,54,Business travel,Business,2231,2.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,79,83.0,60+ min,satisfied,1
Female,Loyal Customer,55,Business travel,Eco Plus,1179,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3,1.0,3.0,1.0,4,24.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,51,Business travel,Eco,956,4.0,5.0,5.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,4,3.0,4.0,2.0,0,0.0,No delay,satisfied,1
Female,Disloyal Customer,12,Business travel,Eco,1075,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3,3.0,3.0,1.0,9,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,54,Personal Travel,Eco,1090,3.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,2,2.0,1.0,4.0,20,1.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,48,Business travel,Eco,150,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,3,4.0,2.0,2.0,0,4.0,1-15 min,neutral or dissatisfied,0
